"Name","State","Notes","User","Tags","Created","Runtime","Sweep","epoch","train_acc","train_loss","trainer/global_step","val_acc","val_loss","validation_acc","validation_loss","frozen_and_pretrained","pretrained_and_frozen","target_name","freeze_encoder","task_name","weights","train_frac","crop_acc","train_balanced_acc","val_MAE","val_acc_balanced","val_acc_per_crop","val_acc_per_recording","val_acc_rec","val_acc_rec_balanced","val_balanced_acc","val_balanced_acc_per_recording"
"noble-darkness-404","finished","-","tidiane","","2023-09-01T12:34:35.000Z","423","","9","","0.7028530836105347","8099","0.6539196940726577","0.6650015115737915","","","","","","false","medication","random","1","","","","0.5","","","0.6539196940726577","0.5","",""
"pious-voice-403","finished","-","tidiane","","2023-09-01T12:27:18.000Z","273","","9","","0.7028532028198242","8099","0.6539196940726577","0.665001630783081","","","","","","true","medication","random","1","","","","0.5","","","0.6539196940726577","0.5","",""
"clean-leaf-402","finished","-","tidiane","","2023-09-01T12:19:42.000Z","292","","9","","0.6860501766204834","8099","0.5999478532939336","0.7348079681396484","","","","","","true","medication","eegclip","1","","","","0.5588070292926356","","","0.6424474187380497","0.5796581693644793","",""
"leafy-jazz-401","finished","-","tidiane","","2023-09-01T12:09:36.000Z","437","","9","","0.6991060972213745","8099","0.5296367112810707","0.6914313435554504","","","","","","false","seizure","random","1","","","","0.5","","","0.5296367112810707","0.5","",""
"ancient-meadow-400","finished","-","tidiane","","2023-09-01T12:02:26.000Z","268","","9","","0.6991060972213745","8099","0.5296367112810707","0.6914313435554504","","","","","","true","seizure","random","1","","","","0.5","","","0.5296367112810707","0.5","",""
"usual-wind-399","finished","-","tidiane","","2023-09-01T10:48:31.000Z","4266","","9","","0.6619186997413635","8099","0.500782200590996","0.8293165564537048","","","","","","true","seizure","eegclip","1","","","","0.4959099447410621","","","0.5009560229445507","0.49635320360423824","",""
"twilight-voice-398","finished","-","tidiane","","2023-09-01T10:38:35.000Z","430","","9","","0.6908075213432312","8099","0.5774378585086042","0.6811083555221558","","","","","","false","epilep","random","1","","","","0.5","","","0.5774378585086042","0.5","",""
"pious-paper-397","finished","-","tidiane","","2023-09-01T10:31:12.000Z","281","","9","","0.6908075213432312","8099","0.5774378585086042","0.6811083555221558","","","","","","true","epilep","random","1","","","","0.5","","","0.5774378585086042","0.5","",""
"astral-sunset-396","finished","-","tidiane","","2023-09-01T10:23:38.000Z","287","","9","","0.670727550983429","8099","0.5451938119242135","0.7846829295158386","","","","","","true","epilep","eegclip","1","","","","0.520459721423882","","","0.5525812619502868","0.5167061220820472","",""
"proud-lion-395","finished","-","tidiane","","2023-09-01T10:13:37.000Z","432","","9","","0.6911654472351074","8099","0.4933078393881453","0.6933140158653259","","","","","","false","under_50","random","1","","","","0.5","","","0.4933078393881453","0.5","",""
"wandering-hill-394","finished","-","tidiane","","2023-09-01T10:06:07.000Z","281","","9","","0.6911654472351074","8099","0.4933078393881453","0.6933140158653259","","","","","","true","under_50","random","1","","","","0.5","","","0.4933078393881453","0.5","",""
"ethereal-pyramid-393","finished","-","tidiane","","2023-09-01T09:58:27.000Z","295","","9","","0.4808678925037384","8099","0.7061533113158353","0.6632327437400818","","","","","","true","under_50","eegclip","1","","","","0.7046056218171182","","","0.739961759082218","0.7382770220857101","",""
"eager-eon-392","finished","-","tidiane","","2023-09-01T09:49:10.000Z","387","","9","","0.6975050568580627","8099","0.5219885277246654","0.6924484372138977","","","","","","false","gender","random","1","","","","0.5","","","0.5219885277246654","0.5","",""
"easy-wood-391","finished","-","tidiane","","2023-09-01T09:42:31.000Z","237","","9","","0.697504997253418","8099","0.5219885277246654","0.6924483180046082","","","","","","true","gender","random","1","","","","0.5","","","0.5219885277246654","0.5","",""
"woven-pine-390","finished","-","tidiane","","2023-09-01T09:35:28.000Z","258","","9","","0.5019367337226868","8099","0.6296714757517817","0.744861364364624","","","","","","true","gender","eegclip","1","","","","0.6305354645354646","","","0.6462715105162524","0.6466813186813187","",""
"feasible-pond-389","finished","-","tidiane","","2023-09-01T09:25:53.000Z","403","","9","","0.2766701579093933","8099","0.8245263340865635","0.4200413227081299","","","","","","false","pathological","random","1","","","","0.8018187689803588","","","0.8374760994263862","0.8135964912280702","",""
"devoted-waterfall-388","finished","-","tidiane","","2023-08-31T21:35:16.000Z","42468","","9","","0.7009250521659851","8099","0.5856944203024509","0.6818132996559143","","","","","","true","pathological","random","1","","","","0.5061341378820651","","","0.5831739961759083","0.502283105022831","",""
"cerulean-violet-387","finished","-","tidiane","","2023-08-31T21:28:11.000Z","263","","9","","0.4322640001773834","8099","0.8311315835216408","0.4319838881492615","","","","","","true","pathological","eegclip","1","","","","0.813245900788709","","","0.8546845124282982","0.8335060682528238","",""
"dry-wood-386","finished","-","tidiane","","2023-08-31T21:18:29.000Z","419","","9","","0.6812227964401245","7889","0.608843537414966","0.6731467247009277","","","","","","false","medication","random","1","","","","0.5","","","0.608843537414966","0.5","",""
"fearless-blaze-385","finished","-","tidiane","","2023-08-31T21:11:00.000Z","280","","9","","0.6812229752540588","7889","0.608843537414966","0.6731467843055725","","","","","","true","medication","random","1","","","","0.5","","","0.608843537414966","0.5","",""
"genial-universe-384","finished","-","tidiane","","2023-08-31T21:03:17.000Z","296","","9","","0.6956832408905029","7889","0.5906771799628943","0.7244450449943542","","","","","","true","medication","eegclip","1","","","","0.5356741448980944","","","0.5986394557823129","0.5413650716541171","",""
"vocal-wind-383","finished","-","tidiane","","2023-08-31T20:53:38.000Z","419","","9","","0.6952899694442749","7889","0.5952380952380952","0.6894361972808838","","","","","","false","seizure","random","1","","","","0.5","","","0.5952380952380952","0.5","",""
"winter-serenity-382","finished","-","tidiane","","2023-08-31T20:46:13.000Z","284","","9","","0.6952899694442749","7889","0.5952380952380952","0.689436137676239","","","","","","true","seizure","random","1","","","","0.5","","","0.5952380952380952","0.5","",""
"eager-glitter-381","finished","-","tidiane","","2023-08-31T20:38:22.000Z","307","","9","","0.6582227945327759","7889","0.5090445269016698","0.763380229473114","","","","","","true","seizure","eegclip","1","","","","0.5131283422459892","","","0.5136054421768708","0.5147899159663866","",""
"exalted-cloud-380","finished","-","tidiane","","2023-08-31T20:28:33.000Z","419","","9","","0.6976501941680908","7889","0.5391156462585034","0.6948680877685547","","","","","","false","epilep","random","1","","","","0.5","","","0.5391156462585034","0.5","",""
"jumping-snow-379","finished","-","tidiane","","2023-08-31T20:21:04.000Z","272","","9","","0.6976501941680908","7889","0.5391156462585034","0.6948680877685547","","","","","","true","epilep","random","1","","","","0.5","","","0.5391156462585034","0.5","",""
"radiant-aardvark-378","finished","-","tidiane","","2023-08-31T20:13:22.000Z","300","","9","","0.6290932297706604","7889","0.5336270871985158","0.7568045854568481","","","","","","true","epilep","eegclip","1","","","","0.5050712874493242","","","0.5255102040816326","0.49594910775606177","",""
"sage-valley-377","finished","-","tidiane","","2023-08-31T16:42:55.000Z","12461","","9","","0.3962734639644623","7889","0.6957328385899815","0.6430627107620239","","","","","","false","under_50","random","1","","","","0.7133981322660568","","","0.7091836734693877","0.7272187281621244","",""
"gallant-capybara-376","finished","-","tidiane","","2023-08-31T16:35:40.000Z","276","","9","","0.6899293065071106","7889","0.45918367346938777","0.6945077776908875","","","","","","true","under_50","random","1","","","","0.5","","","0.45918367346938777","0.5","",""
"radiant-cosmos-375","finished","-","tidiane","","2023-08-31T16:28:04.000Z","295","","9","","0.48761487007141113","7889","0.6798855905998763","0.7241083979606628","","","","","","true","under_50","eegclip","1","","","","0.6928768820278255","","","0.6870748299319728","0.7014675052410901","",""
"wild-puddle-374","finished","-","tidiane","","2023-08-31T16:18:51.000Z","394","","9","","0.6792755126953125","7889","0.5102040816326531","0.6945328116416931","","","","","","false","gender","random","1","","","","0.5","","","0.5102040816326531","0.5","",""
"dark-bee-373","finished","-","tidiane","","2023-08-31T16:12:09.000Z","240","","9","","0.679275631904602","7889","0.5102040816326531","0.6945328116416931","","","","","","true","gender","random","1","","","","0.5","","","0.5102040816326531","0.5","",""
"lemon-waterfall-372","finished","-","tidiane","","2023-08-31T16:05:14.000Z","255","","9","","0.5213382244110107","7889","0.6570037105751392","0.6963802576065063","","","","","","true","gender","eegclip","1","","","","0.6570012626262627","","","0.6615646258503401","0.661875","",""
"morning-cherry-371","finished","-","tidiane","","2023-08-31T15:55:57.000Z","394","","9","","0.367374986410141","7889","0.8469387755102041","0.4153729975223541","","","","","","false","pathological","random","1","","","","0.8326527646122789","","","0.8656462585034014","0.8515229172299481","",""
"rich-plant-370","finished","-","tidiane","","2023-08-31T15:49:10.000Z","245","","9","","0.6931875944137573","7889","0.4370748299319728","0.6943171620368958","","","","","","true","pathological","random","1","","","","0.5","","","0.4370748299319728","0.5","",""
"autumn-dawn-369","finished","-","tidiane","","2023-08-31T15:42:09.000Z","258","","9","","0.389917254447937","7889","0.826221397649969","0.42154791951179504","","","","","","true","pathological","eegclip","1","","","","0.8146268663096575","","","0.8469387755102041","0.8349066030305524","",""
"autumn-brook-368","finished","-","tidiane","","2023-08-31T15:32:29.000Z","419","","9","","0.5588611960411072","7779","0.5794905577514273","0.7804915904998779","","","","","","false","medication","random","1","","","","0.5528944596787202","","","0.5909822866344605","0.5625926312493477","",""
"morning-surf-367","finished","-","tidiane","","2023-08-31T15:25:23.000Z","270","","9","","0.6861249804496765","7779","0.5394524959742351","0.693790853023529","","","","","","true","medication","random","1","","","","0.5","","","0.5394524959742351","0.5","",""
"fluent-silence-366","finished","-","tidiane","","2023-08-31T15:17:39.000Z","300","","9","","0.5788789391517639","7779","0.5661689357341532","0.7270776033401489","","","","","","true","medication","eegclip","1","","","","0.5500317863954227","","","0.5684380032206119","0.5514142573844066","",""
"toasty-blaze-365","finished","-","tidiane","","2023-08-31T15:07:52.000Z","422","","9","","0.6916568875312805","7779","0.5684380032206119","0.6892722845077515","","","","","","false","seizure","random","1","","","","0.5","","","0.5684380032206119","0.5","",""
"lilac-tree-364","finished","-","tidiane","","2023-08-31T15:00:36.000Z","272","","9","","0.6916568875312805","7779","0.5684380032206119","0.6892722845077515","","","","","","true","seizure","random","1","","","","0.5","","","0.5684380032206119","0.5","",""
"earnest-dream-363","finished","-","tidiane","","2023-08-31T14:53:13.000Z","287","","9","","0.646780252456665","7779","0.5341092080222515","0.7209675312042236","","","","","","true","seizure","eegclip","1","","","","0.5259185658111708","","","0.5571658615136876","0.5484863219314194","",""
"astral-disco-362","finished","-","tidiane","","2023-08-31T14:43:23.000Z","426","","9","","0.6915319561958313","7779","0.5571658615136876","0.6880491375923157","","","","","","false","epilep","random","1","","","","0.5","","","0.5571658615136876","0.5","",""
"devoted-night-361","finished","-","tidiane","","2023-08-31T14:36:07.000Z","273","","9","","0.6915319561958313","7779","0.5571658615136876","0.6880491375923157","","","","","","true","epilep","random","1","","","","0.5","","","0.5571658615136876","0.5","",""
"expert-sunset-360","finished","-","tidiane","","2023-08-31T14:28:36.000Z","289","","9","","0.641025722026825","7779","0.5478700043917435","0.725566565990448","","","","","","true","epilep","eegclip","1","","","","0.5031899393302441","","","0.5426731078904992","0.4944561219127694","",""
"prime-haze-359","finished","-","tidiane","","2023-08-31T14:18:51.000Z","420","","9","","0.6955585479736328","7779","0.48148148148148145","0.6938014030456543","","","","","","false","under_50","random","1","","","","0.5","","","0.48148148148148145","0.5","",""
"sage-plasma-358","finished","-","tidiane","","2023-08-31T14:11:38.000Z","275","","9","","0.695558488368988","7779","0.48148148148148145","0.6938014030456543","","","","","","true","under_50","random","1","","","","0.5","","","0.48148148148148145","0.5","",""
"stoic-brook-357","finished","-","tidiane","","2023-08-31T14:03:54.000Z","301","","9","","0.5561124682426453","7779","0.6523935002195872","0.7940186262130737","","","","","","true","under_50","eegclip","1","","","","0.6420916040481257","","","0.6666666666666666","0.6558767319636885","",""
"stellar-lion-356","finished","-","tidiane","","2023-08-31T13:54:40.000Z","390","","9","","0.689052164554596","7779","0.5281803542673108","0.6916395425796509","","","","","","false","gender","random","1","","","","0.5","","","0.5281803542673108","0.5","",""
"good-firebrand-355","finished","-","tidiane","","2023-08-31T13:47:47.000Z","246","","9","","0.6890521049499512","7779","0.5281803542673108","0.6916393637657166","","","","","","true","gender","random","1","","","","0.5","","","0.5281803542673108","0.5","",""
"absurd-deluge-354","finished","-","tidiane","","2023-08-31T13:40:39.000Z","265","","9","","0.4869054853916168","7779","0.6701800614844093","0.68465256690979","","","","","","true","gender","eegclip","1","","","","0.6656361385014719","","","0.6811594202898551","0.6757731207858153","",""
"denim-pond-353","finished","-","tidiane","","2023-08-31T13:31:19.000Z","393","","9","","0.23902788758277893","7779","0.8313570487483531","0.3930757939815521","","","","","","false","pathological","random","1","","","","0.8291386316386317","","","0.856682769726248","0.854485446985447","",""
"likely-breeze-352","finished","-","tidiane","","2023-08-31T13:24:34.000Z","239","","9","","0.694267213344574","7779","0.5233494363929146","0.6927798390388489","","","","","","true","pathological","random","1","","","","0.5","","","0.5233494363929146","0.5","",""
"sunny-microwave-351","finished","-","tidiane","","2023-08-31T13:17:33.000Z","257","","9","","0.3011414408683777","7779","0.827331283853023","0.39094793796539307","","","","","","true","pathological","eegclip","1","","","","0.8224080986580986","","","0.8341384863123994","0.8293295218295218","",""
"denim-leaf-350","finished","-","tidiane","","2023-08-31T12:49:53.000Z","1492","","9","","0.7127434611320496","7829","0.5794701986754967","0.6805723309516907","","","","","","false","medication","random","1","","","","0.5","","","0.5794701986754967","0.5","",""
"stellar-wave-349","finished","-","tidiane","","2023-08-31T12:42:34.000Z","274","","9","","0.7127434611320496","7829","0.5794701986754967","0.6805722117424011","","","","","","true","medication","random","1","","","","0.5","","","0.5794701986754967","0.5","",""
"clear-plasma-348","finished","-","tidiane","","2023-08-31T12:34:55.000Z","292","","9","","0.6374750733375549","7829","0.6358368452739314","0.652564525604248","","","","","","true","medication","eegclip","1","","","","0.5868734021883628","","","0.6440397350993378","0.5940494938132733","",""
"icy-universe-347","finished","-","tidiane","","2023-08-31T12:24:52.000Z","426","","9","","0.6868794560432434","7829","0.48841059602649006","0.6971603631973267","","","","","","false","seizure","random","1","","","","0.5","","","0.48841059602649006","0.5","",""
"bumbling-snow-346","finished","-","tidiane","","2023-08-31T12:17:27.000Z","277","","9","","0.6868795156478882","7829","0.48841059602649006","0.6971603631973267","","","","","","true","seizure","random","1","","","","0.5","","","0.48841059602649006","0.5","",""
"olive-dragon-345","finished","-","tidiane","","2023-08-31T12:09:39.000Z","296","","9","","0.6745230555534363","7829","0.5154274533413606","0.7287177443504333","","","","","","true","seizure","eegclip","1","","","","0.5207012531103365","","","0.5165562913907285","0.5226701771707531","",""
"graceful-waterfall-344","finished","-","tidiane","","2023-08-31T11:59:38.000Z","428","","9","","0.6132745742797852","7829","0.5825556893437688","0.6826385259628296","","","","","","false","epilep","random","1","","","","0.5303952346865732","","","0.5960264900662252","0.5358830146231721","",""
"fast-river-343","finished","-","tidiane","","2023-08-31T11:52:10.000Z","279","","9","","0.6759692430496216","7829","0.5794701986754967","0.6804660558700562","","","","","","true","epilep","random","1","","","","0.5","","","0.5794701986754967","0.5","",""
"denim-resonance-342","finished","-","tidiane","","2023-08-31T11:44:27.000Z","292","","9","","0.6557984948158264","7829","0.597682119205298","0.6813199520111084","","","","","","true","epilep","eegclip","1","","","","0.5342437877083547","","","0.597682119205298","0.5324521934758155","",""
"apricot-dust-341","finished","-","tidiane","","2023-08-30T19:58:22.000Z","56589","","9","","0.6934904456138611","7829","0.4817880794701987","0.6935394406318665","","","","","","false","under_50","random","1","","","","0.5","","","0.4817880794701987","0.5","",""
"crisp-grass-340","finished","-","tidiane","","2023-08-30T19:50:53.000Z","280","","9","","0.6934903264045715","7829","0.4817880794701987","0.6935393810272217","","","","","","true","under_50","random","1","","","","0.5","","","0.4817880794701987","0.5","",""
"distinctive-energy-339","finished","-","tidiane","","2023-08-30T19:43:10.000Z","295","","9","","0.5361608266830444","7829","0.7112432269717038","0.608314573764801","","","","","","true","under_50","eegclip","1","","","","0.7136949515576702","","","0.7400662251655629","0.7432835984761152","",""
"lunar-thunder-338","finished","-","tidiane","","2023-08-30T19:33:41.000Z","393","","9","","0.6833138465881348","7829","0.543046357615894","0.689706027507782","","","","","","false","gender","random","1","","","","0.5","","","0.543046357615894","0.5","",""
"curious-dream-337","finished","-","tidiane","","2023-08-30T19:26:46.000Z","248","","9","","0.68331378698349","7829","0.543046357615894","0.689706027507782","","","","","","true","gender","random","1","","","","0.5","","","0.543046357615894","0.5","",""
"vivid-puddle-336","finished","-","tidiane","","2023-08-30T19:19:36.000Z","259","","9","","0.5428912043571472","7829","0.6817429259482239","0.6374706625938416","","","","","","true","gender","eegclip","1","","","","0.6817358366271409","","","0.7003311258278145","0.7013962530929656","",""
"legendary-bee-335","finished","-","tidiane","","2023-08-30T19:10:12.000Z","397","","9","","0.40188857913017273","7829","0.7961318482841662","0.47591182589530945","","","","","","false","pathological","random","1","","","","0.7950099681020734","","","0.8096026490066225","0.8084868421052631","",""
"decent-elevator-334","finished","-","tidiane","","2023-08-30T19:03:21.000Z","247","","9","","0.6933027505874634","7829","0.5033112582781457","0.6931855082511902","","","","","","true","pathological","random","1","","","","0.5","","","0.5033112582781457","0.5","",""
"comic-dragon-333","finished","-","tidiane","","2023-08-30T18:56:19.000Z","260","","9","","0.4442592263221741","7829","0.7540638169777243","0.5521483421325684","","","","","","true","pathological","eegclip","1","","","","0.7525657894736841","","","0.7549668874172185","0.753421052631579","",""
"morning-firebrand-332","finished","-","tidiane","","2023-08-30T18:46:23.000Z","427","","9","","0.5519008636474609","7659","0.5480835754808357","0.7490360736846924","","","","","","false","medication","random","1","","","","0.5457557502738226","","","0.5464231354642314","0.5436793327154773","",""
"spring-voice-331","finished","-","tidiane","","2023-08-30T18:38:51.000Z","284","","9","","0.6697188019752502","7659","0.5053272450532724","0.7080740928649902","","","","","","true","medication","random","1","","","","0.5","","","0.5053272450532724","0.5","",""
"worldly-butterfly-330","finished","-","tidiane","","2023-08-30T18:31:20.000Z","284","","9","","0.6396503448486328","7659","0.5187491351874913","0.8278714418411255","","","","","","true","medication","eegclip","1","","","","0.515754486477378","","","0.528158295281583","0.5248285449490269","",""
"frosty-breeze-329","finished","-","tidiane","","2023-08-30T18:21:41.000Z","410","","9","","0.6775341629981995","7659","0.45662100456621","0.7049587368965149","","","","","","false","seizure","random","1","","","","0.5","","","0.45662100456621","0.5","",""
"laced-capybara-328","finished","-","tidiane","","2023-08-30T18:14:35.000Z","267","","9","","0.6775341629981995","7659","0.45662100456621","0.7049587368965149","","","","","","true","seizure","random","1","","","","0.5","","","0.45662100456621","0.5","",""
"polar-firefly-327","finished","-","tidiane","","2023-08-30T18:07:07.000Z","285","","9","","0.6691997051239014","7659","0.49840874498408744","0.7504562735557556","","","","","","true","seizure","eegclip","1","","","","0.5153730583142349","","","0.487062404870624","0.5085854341736695","",""
"morning-haze-326","finished","-","tidiane","","2023-08-30T17:57:34.000Z","410","","9","","0.6733481287956238","7659","0.6316590563165906","0.6676583886146545","","","","","","false","epilep","random","1","","","","0.5","","","0.6316590563165906","0.5","",""
"magic-night-325","finished","-","tidiane","","2023-08-30T17:50:22.000Z","268","","9","","0.673348069190979","7659","0.6316590563165906","0.667658269405365","","","","","","true","epilep","random","1","","","","0.5","","","0.6316590563165906","0.5","",""
"sparkling-donkey-324","finished","-","tidiane","","2023-08-30T17:42:39.000Z","294","","9","","0.6452274918556213","7659","0.5971357409713575","0.7145817875862122","","","","","","true","epilep","eegclip","1","","","","0.4913469807102188","","","0.5844748858447488","0.4815991237677985","",""
"fluent-lake-323","finished","-","tidiane","","2023-08-30T17:32:33.000Z","430","","9","","0.6943509578704834","7659","0.4748858447488584","0.6941428184509277","","","","","","false","under_50","random","1","","","","0.5","","","0.4748858447488584","0.5","",""
"rosy-wildflower-322","finished","-","tidiane","","2023-08-30T17:25:04.000Z","281","","9","","0.6943508386611938","7659","0.4748858447488584","0.6941428184509277","","","","","","true","under_50","random","1","","","","0.5","","","0.4748858447488584","0.5","",""
"scarlet-wave-321","finished","-","tidiane","","2023-08-30T17:17:10.000Z","302","","9","","0.4760863780975342","7659","0.6542825515428256","0.7587123513221741","","","","","","true","under_50","eegclip","1","","","","0.6455869311847573","","","0.6575342465753424","0.6466276477146042","",""
"feasible-firebrand-320","finished","-","tidiane","","2023-08-30T17:07:56.000Z","386","","9","","0.6943923234939575","7659","0.5570776255707762","0.6886950731277466","","","","","","false","gender","random","1","","","","0.5","","","0.5570776255707762","0.5","",""
"proud-moon-319","finished","-","tidiane","","2023-08-30T17:01:04.000Z","241","","9","","0.6943923234939575","7659","0.5570776255707762","0.6886950731277466","","","","","","true","gender","random","1","","","","0.5","","","0.5570776255707762","0.5","",""
"denim-darkness-318","finished","-","tidiane","","2023-08-30T16:53:56.000Z","259","","9","","0.5804651379585266","7659","0.6797426317974263","0.6451031565666199","","","","","","true","gender","eegclip","1","","","","0.6857648224683884","","","0.6940639269406392","0.7021717086361332","",""
"sweet-dream-317","finished","-","tidiane","","2023-08-30T16:44:26.000Z","397","","9","","0.37037545442581177","7659","0.6921959319219593","0.7932168841362","","","","","","false","pathological","random","1","","","","0.7414620180403255","","","0.6894977168949772","0.7408268482490272","",""
"polar-brook-316","finished","-","tidiane","","2023-08-30T16:37:34.000Z","239","","9","","0.6736730933189392","7659","0.3911719939117199","0.7140094637870789","","","","","","true","pathological","random","1","","","","0.5","","","0.3911719939117199","0.5","",""
"earnest-fog-315","finished","-","tidiane","","2023-08-30T16:30:31.000Z","251","","9","","0.3747633695602417","7659","0.6891517918915179","0.6213549375534058","","","","","","true","pathological","eegclip","1","","","","0.7382348779625044","","","0.7016742770167428","0.7501313229571984","",""